Comment Thread #,Author Name,Comment Text,Like Count,Published Date,Total Reply Count
512,Breanna Bunner,I ALWAYS go for that 5 minute break lol,0,8 months ago,0
513,Sasha Ross,"If it weren't for these types of videos, I will not get anything done",5,1 year ago,0
514,Joseph Topasna,This is so cool - thank you for making this!,0,2 months ago,0
515,phat vo,What a useful video! It's like you have a partner to study together,0,4 months ago,0
516,Jana Earls,Love your studies. I've literally missed all the breaks because I'm use your other video that has a bell to let me know when to take a break.,0,9 months ago,0
517,Sacha505,"I was actually able to concentrate for once thank you! The only frustrating part is that I started studying to late in the evening but I could concentrate so I didn't stop. Now it's 2,5 hours later at 01:30 am and I have to get up early tomorrow. That's what I get for starting so late. XD Sooo tired now!!",0,1 year ago,0
518,Alice Bazo,"Fun fact : In Italian ""pomodoro"" means tomato",46,1 year ago,4
518,Wenzile Dube,Cut the tomato into slices,4,11 months ago,0
518,Chloe,Alice Red yeah I think it came from those tomato timers,2,10 months ago,0
518,Shay45,That is where the pomodoro method came from. In some pomodoro videos they have a picture of a tomato,0,10 months ago,0
518,amirhossein,yay,0,9 months ago,0
519,Ấm Cậu,"Oh, you forgot your headphone and your red scarf :))",0,4 months ago,0
520,Wesley Kokosnoot,"Thank you, I was finally able to focus on my Master's thesis History :)",0,2 months ago,1
520,Adeniyi Salami,"I love this channel so much. It has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
521,Study Windows,"wonderful, no words to describe",0,1 year ago,0
522,Jeff Arguello,i feel smarter by watching this.. :),0,2 months ago,0
523,Ahmed Sami,Your choices are...just divine!,0,2 months ago,1
523,Adeniyi Salami,"This channel is incredible and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
524,Charles T,Uau! Estimulante e inspirador! Maravilha!,0,1 year ago,0
525,Linh Trương,i am going to make a video similar with the title: Sleeping with me :)),0,1 month ago,0
526,samara audrey,"im homeschooled so this helped A LOT! I definitely have some problems staying focused for long periods of time, I would often find myself thinking about random things while reading and have to re-read it. taking breaks has helped me stay focused and really think and remember what im reading.",0,1 year ago,0
527,Ameena Queerka,Oh my gosh. Thank you for this.,0,1 year ago,0
528,Luisa,I’d love to be able to focus as she does.,0,3 months ago,0
529,Fina Cahya,"I love this channel sm! I'm no longer a student, but i'm a teaching assistant. Of course, I need extra time to study compared when I was student. and bcz of this Chanel, i know what Pomodoro study is, thank you!",0,6 months ago,0
530,NeonLeon,Thank you so much for the inspiration!,0,1 month ago,0
531,Sumo S,Finally finished for tonight. Thank you so much. It's useful. I'm focused and motivated.,15,1 year ago,0
532,Inocencio 1904,Amazing!  Thanks for virtually Lofi and chill studying with me ;),0,3 months ago,0
533,Mariana Saito,"Hey! I love the songs that you put on, do you have any spotify playlist too?",0,9 months ago,0
534,Mary Cris Mapeso,I used this video during my plate making in architecture. this really helps me as if I'm not alone doing school stuffs. thank you!,0,1 year ago,0
535,Shari Spaeth,I am generally not the type to write comments but this is amazing! I have some assignments that I dread working on and will normally get distracted by putting the assignment to the next day. This here has allowed me to go from taking 2 days to do the write up to maybe an hour and a half. Thank you! This has really changed my study/work habits,0,9 months ago,0
536,Abida Begum,"YAY!  You updated! I always use your channel for studying, not only is it helpful for me to study but it's also unblocked on my school lap top! (My school gives laptops out that we have to return by the end of the year, and they blocked every category on youtube; such as music, entertainment etc. but did not block the category People & Blogs) with much love!! I hope your channel grows even more in the future <3",14,3 years ago,1
536,Abida Begum,"P.S. thank you for taking the time and effort of uploading this video, I love you, Jamie!!",1,3 years ago,0
537,hieu dao,"thanks for your videos, they immensely help to boost my self-discipline as i feel like i have a friend accompanied with through the whole time",0,1 year ago,0
538,catrina,what are we gonna do when she gets a job??,0,3 months ago,0
539,Suryadharshni,Thank you so much for this. This is so helpful for me. Because my idiot roommates just won't shut up,0,1 year ago,0
540,Crispin Owuor,I so love this! the music is really good!,0,3 months ago,1
540,Crispin Owuor,Coding at work.,0,3 months ago,0
541,Eleanor Turle,Just wrote a college essay while on here. Thank you so much for giving me motivation! (:,8,1 year ago,0
542,Melisa Şeker,"this video and the way you're studying is amazing. but the sound makes me nervous, not calm 

why😢",0,6 months ago,0
543,delia tatli,i didnt even noticed the breaks lmao,1,1 year ago,0
544,TheStargirl220,"All the people commenting "" stop scrolling get back go work "" are the people who aren't studying just facts ☻",0,3 weeks ago,0
545,Odin’s Raven,Modeling healthy student behaviors. I love it.,0,2 months ago,1
545,Adeniyi Salami,"This channel is incredible and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",1,1 month ago,0
546,Kaisha Celine,"Who else is replaying the same tutorial videos?? We need more!!! :D But seriously, thank you Jamie your study videos have helped me on the days I didn't think I could even look at a textbook",4,1 year ago,0
547,A Water Please,I like this. Thank you because I needed this today ;),0,10 months ago,0
548,abhay kumar,Studying pediatrics with u and Ur music.,0,1 year ago,0
549,Steph Cork,i love this video. helps me so much and the cat is a huuuuge bonus :DD,0,10 months ago,0
550,Maggie Mejia,this is so so so helpful!! hello from corona/quarantine times :),0,2 months ago,0
551,andgelina testa,48:45 i looove this music it makes me happy yaaay 😄😄😄,23,2 years ago,1
551,Asma yoyoyo,Me too do you know the name of this song please ?,1,1 year ago,0
552,Trixie,"this video helped me so much during exam season! I managed to get one of the best grades in my school on my philosophy exam and this really helped me, thank you so much!",0,9 months ago,0
553,Youtube Music Unlimited With Sam,it's been a pleasure to study with you  The strive 😉 are you still studying ?,0,9 months ago,0
554,d k,"I loved that kind of videos! I really didn't know, we became friends from now on, I study medicine here in Argentina so we will be together for a long time.
the more hours of video the better!",0,3 months ago,0
555,Marani Manjula,Wow....Good luck dear medicos+,1,8 months ago,0
556,maven,so glad this showed up in my recommended as i have midterms tomorrow and i’m stressed :’) thank you for uploading this,9,1 year ago,0
557,N A,who else is wondering wtf is this woman watching that keeps her eyes straight into the screen for 2 hours and a freakin' half! I CANT EVEN KEEP MY EYES ON THE FREAKIN' BOOK FOR THAT LONG WTH,0,1 year ago (edited),0
558,Study With Me,I loved studying with you and it inspired me to make my own channel!  Thank you! You are the best.,0,1 year ago,1
558,StudyWithShreyality,Oh wow! i have my own channel too!,0,1 month ago,0
559,Dex diaz,I watch this just to feel of having company 🙂,0,2 weeks ago,1
559,Brittney Johnson,Same,0,2 weeks ago,0
560,Hadi Binsaleh,Finished the whole video while studying !,0,1 month ago,1
560,Adeniyi Salami,"This channel is really amazing and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
561,User 101,I’ve rewatched this video like a hundred times,3,1 year ago,0
562,Mr Robot,Thank You <3,0,2 weeks ago,0
563,sun,Thank you for making me study,0,1 year ago,0
564,Izio Shaba,"im just looking at you. doesnt really help me studying! 

AAW HELL ####MEE TOOO",0,4 months ago,0
565,Natalie Maxey,it'd be nice if there could be more of an audible message that a break has started or ended because I keep missing the breaks because I'm concentrating so hard on what I'm doing I don't notice when the music stops,0,3 weeks ago,0
566,Ivelyne Soho Belf,"I watch this video whenever I study, and I have to say I love studying “with you”! Thanks for uploading this vid",11,1 year ago,0
567,Consuelo Isabel,THANK YOU!! this really helps!! My ADHD is getting the best of me during this year. :(,0,2 months ago,0
568,S8UL VIVEK,How much time this video had take to upload....??,1,11 months ago,0
569,Priyanshi Agarwal,she reminds me of watson from elementary,0,7 months ago,0
570,Sairah Benz Alonzo,I love this session with you dear <3,0,1 year ago,0
571,Amelia Dinh,"Hi Jamie, I love your videos and I do find it very useful when I study. You have done a great job. However,  I suggest you making a buzzing sound or sth at the end of every Pomodoro session, for sometimes I forget about time and keep on studying.
LOVE your work and best regards from Vietnam : D",25,2 years ago,0
572,Dr Niharika,This video is so helpful.. just like studying in library with 100% of concentration without any external deviations ..tysm for your video,0,10 months ago,0
573,Korean Library,Study together! 아무것도 하지 않는니보다는 늦게라도 하는 게 낫다. (Better late than never.) – Korean proverb,0,6 months ago,0
574,Sonia s,Me encanta estudiar contigo!!,0,3 months ago (edited),0
575,Luca,"So, I have an exam today at 2:00 p.m and it's 5:00 a.m, and i couldn't study because covid situation + anxiety + depression and stuff,  I hope this works for me, Wish me Luck!",0,5 months ago,0
576,fromthe street,ughhhh the music is gorgeous! Also what a great idea for a video,6,2 years ago,0
577,Max Jang,Thanks so much! This makes me feel so relaxed!,0,2 months ago,0
578,Maria Camia,genius,0,3 months ago,0
579,Elijah Jean-Leon,Thank you lots for this!,0,2 months ago,0
580,World Aquarium Singapore,"Super good video ""D I am making aquarium tour with me ""P cheers",1,9 months ago,0
581,AIMEE,Best study buddy❤️,19,1 year ago,0
582,İsmail Hakkı Akça,Thanks a lot ! Studying with you and your music is keeps me motivated.,0,1 year ago,0
583,Kobe Lovan,how to not fall asleep?,0,3 months ago,0
584,Andi Ba,Studying with @mailab :P,0,4 months ago,0
585,Zarin,She low key looks like Ali Wong ... ya ? No ? Ok,0,7 months ago,0
586,Auctavio,Omg this channel is like THAT hidden gem,5,1 year ago,2
586,White Coat Vlogs,Her videos are so motivational,0,1 year ago,0
586,Jana Earls,i agree. I put it on loop when I have a lot of work to do!!!,0,7 months ago,0
587,M KM,"I like that we can see the light changing with the video, 3 hours pomodoro is intense! 
If someone is interested, I do ~40 min code with me so you can start your study session.",0,6 months ago,0
588,TheEm262,"Thank-you for making this video, I use it all the time when studying/working to get me in the zone!",0,3 weeks ago,0
589,Renjitha nair,"When i got tired i looked up the video and i saw your kitty sleeping, suddenly I'm so sleepy
.. i donno what to do, i have model exams day after tommo!",0,11 months ago (edited),0
590,Platinum Rose Studio,"Thank you, this is amazing. You rock!",0,2 months ago,0
591,Synthyfn,She is so cute and classy that i got distracted,3,1 year ago,0
592,Lovely Queen,"Okay, this music is absolutely perfect what the heck? XD I love your videos a lot! Thanks a bunch!! I have gone from missing over 10 assignments by the end of a quarter to having all work completed (usually by the due date or a day late) and recently getting things done EARLY! This helps so much! Thank you! :)",0,9 months ago,0
593,Manxi Yang,This music is from cube escape! Correct me if I’m wrong,1,1 year ago,0
594,inainchen,Hint: There could be a little ping or sth to mark the end of a pomodoro in audio :),0,1 month ago,1
594,Adeniyi Salami,"This channel is really amazing and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
595,RM KRITA,"I will be in a machine programming language exam soon.  so I made time to study.  after seeing this video, by learning.  I'm motivated to do it.  see how I study!",0,8 months ago,0
596,SJIN 승진,Like the vibe and music. :),0,10 months ago,0
597,hazie high,Thank you soo much I havent been able to focus for a long time a d now with your video when I look at you I immediately feel motivated to get back to studying ♥️,0,11 months ago,0
598,Alban Marechal,Elle est mignonne !,1,1 month ago,0
599,TimeSpaceAndPakistan,btw seeing u study made me do so also so u got a subscriber,0,8 months ago,0
600,Kamila ariel Breceda,Alright I’m about to pull an all nighter finishing up my home schooling work that needs to be done- which me luck guys,4,1 year ago,1
600,White Coat Vlogs,Best of luck <3,0,1 year ago,0
601,Saurabh Tripathi,cute :),0,5 months ago,0
602,Sruthi,I’m the type that procrastinates a but if I’m serious and I’m in the study mode literally nothing can bring me to take a break. I had to make notes for geog once and summarized 60 slides into like 14 pages of notes and I got a hand cramp as in my right hand was stuck in the position of holding a pen and I couldn’t open it. For my final term exam - the day before science exam ( for us we have to take all the three science papers within one sitting 2hr and 20 mins only ) so  the day before I studied 6 hrs chem 4 hrs bio and 3 hrs physics slept at 4 am and woke up at 6am but i got A1 in physics  ( my best subject ) and improved three times from my previous chem exam marks ,0,9 months ago,0
603,Lemon Lenon,I stopped the video so that she can take the rest.😂,1,1 month ago,1
603,Adeniyi Salami,"This channel is incredible and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
604,varun k,"You are lucky to be living in such amazing house.

I feel so bad to myself to be living in such congested room of mine.",2,2 months ago,2
604,Némésis,"I'm so sorry for you to think that... you shouldn't compare to others, there is always better and worse than your situation, and love and people are so much more important than material things... anyway I wish you the best in your life, god bless you",0,1 month ago,0
604,Adeniyi Salami,"I love this channel so much. It has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
605,Daria Przepiorka,"Never studied so much in my life , thank you :) i used to get  really irritated knowing people around me aren’t studying at home and this is perfect.",4,1 year ago,0
606,Derrick Ha,33:07 the best song!,1,1 year ago,0
607,Thanh Trúc Nguyễn Thị,Thanks for your video. I can focus on my work and my work is more productive than before,0,5 months ago,0
608,Ananya Vishwas,23:23 get some sleep,2,5 months ago,0
609,Charlotte Grace Gorman,Thanks im working on a big project for no reason <3,0,4 months ago,0
610,May LB,"ok, so now I'm watching someone working and still not doing my work... x)",3,1 year ago,0
611,Laura Izquierdo,thank you so much for this video. in this time of quarantine is helping me so much with studying at home which it had been super hard for me and know i enjoy it with you!,0,7 months ago,0
612,Duc Do,"Excellent ! I love this video, so inspirable. Appreciate it !",0,5 days ago,0
613,Frankie Tansley,"This was my first time watching your video and doing a full real-time study session alongside you. I'm a law student and doing a three year law degree in 9 months so I spend my life studying and this was perfect. Nothing off putting, the music was brilliantly picked and it was great to have someone to ""study with""! I will definitely become a keen watcher of your videos!",0,9 months ago,0
614,Kirk Johnson,Curious about the discipline of your study? By discipline I mean what field were your studying? And P.S. thanks for the video,0,6 months ago,0
615,creator nununu,ofc there is an asian in a study video LOL,0,1 month ago,0
616,pineapple,really the love the music in this one! thank you! :),0,11 months ago,0
617,debaditya dutta,The most helpful of all videos ever .. THE BEST !!!!!!!!!!!!!!!!!,1,11 months ago,0
618,Karina Reyes,This helped me study so much and literally finally start my homework thank you!!,0,1 month ago,2
618,Adeniyi Salami,"This channel is really amazing and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
618,Meditation and Study Music,that is great <3,0,1 month ago,0
619,Aroob Ahmed,Studying with you in march 2019.,14,1 year ago,0
620,Dinara Atamuradowa,"Thanks for the inspiration, your videos help a lot) I feel responsible.  I want to learn, develop.  Really thank you.❤❤",0,1 year ago,0
621,Anna Smits,"This is so extremely helpful if you struggle with staying focused while studying! Really needed this because my first 'testweek' in 'college' is coming up and my motivation wasn't anywhere near to find, so thank you for making this video! (I don't know which terms you use in America because I'm from the Netherlands hehe) (also, im writing this in my 3-5 minutes break so dont come@ me;D)",2,1 year ago,0
622,Patricia Ma,"LOVE this video, I was more productive than I ever was. Thank you for studying with me!",0,1 month ago,2
622,Adeniyi Salami,"This channel is really amazing and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
622,Meditation and Study Music,well done <3,0,1 month ago,0
623,embri484,A legendary video,0,1 year ago,0
624,Ziz S.,"i hope to be a dentist😍😭 
may my dream comes true♥️
30/April 2019",8,1 year ago,0
625,Nina,thank you for this vid ! i managed to find motivation to work on my economic essay !!,0,10 months ago,0
626,Rebwar Kurdi,Omg I did it!!! I finally did it.I studied 2 hours ❤️Thank you so much,0,1 year ago,0
627,Brian Hill,What a very cool concept sister! Thanks for sharing such a positive idea! 💖💖💖,0,2 months ago (edited),0
628,maiciela,you're cat!!!! <3,0,10 months ago,0
629,Byun Bee,"I have around 7 hw every week and for the past 6 months, I was suffering. Being an engineer student felt like hell. Then I stumbled upon your channel and I AM SO MOTIVATED I didn't even want to take the 3-5 minutes break. Thank you thank you thank you.",4,2 years ago,0
630,ily,Thank you so much for making this video. I was able to focus on my work and enjoy my weekend. 💕,0,1 month ago,1
630,Adeniyi Salami,"This channel is incredible and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
631,Edson Sampaio,"Jamie! Please, we need more pens, tryna buy some but are sold out. When r new pens coming ???",1,11 months ago,0
632,bliss full,"Ooh thank you. I hav trouble studying these days. Before, i can study for hours with a few breaks in between..now its just hard to focus. Thanks to your vid i was able to return to my habits 😘 thank you again 😊",0,1 year ago,0
633,Hanad Hero,You are the best sister for your advice i really trust you❤️😘,0,1 year ago,0
634,Germeen Sameh,"I love this channel so much ❤ and iam a new to it 🙂
Your friends from Egypt ✌🙋",0,9 months ago,0
635,Gloria H.,I love the cat in the box :),0,1 year ago,0
636,Malia Smith,I've used this video for so much! Replying emails? Open this video. Doing designs for work? Open this video. Actually studying? Open this video.,0,3 weeks ago,0
637,Yese Fitness,Loved this so much! I always try to use the Pomodoro technique with mixed success but with your video I was totally successful.,0,2 months ago,0
638,Antonia,I haven't studied 2.5 hours in my whole life😂😂,12,1 year ago (edited),2
638,Shan Shan,Wtf bro,0,1 year ago,0
638,Antonia,"@Shan Shan hahah im kidding of course..But at this time, which is still summer, i really cant concentrate..",0,1 year ago,0
639,"YASiR .YT,.","omg that's so cool , thank you !",0,11 months ago,0
640,TheStargirl220,I've used this video for so much! Replying emails? Open this video. Doing designs for work? Open this video. Actually studying? Open this video.,0,3 weeks ago,0
641,Hanif Ibrahim,"You are my virtualy studying friend, thank for acompany me beside(:...love ya",0,4 months ago,1
641,Chance To Study,I make study  with me  videos join me  please,0,4 months ago,0
642,twin academy,great video that accompany me during exam prep...great,0,2 weeks ago,0
643,hichem tch,thanks you for the motivation you are the best 😘❤️,0,5 months ago (edited),0
644,أم نواف,Think you bucase  you keep me learning anything ❤️,0,11 months ago,0
645,workmaniac,quality time,0,4 days ago,0
646,M,LOL i didn't even notice already 42 minutes passed. I was like hmm when is my first break? I didn't realise there were no alarms or any indications to take a break but oh well.,0,1 month ago,1
646,Adeniyi Salami,"This channel is really amazing and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
647,Sarah _,"Hi 
l love you very very much 
I'm from Iraq 
When l wach this vadio become very happy becaues it  is help me to study good ",12,1 year ago (edited),2
647,rose yousif,Sarah _ بموتت اني هم داقرة عليه,3,1 year ago,0
647,AMTO,"me either, i'm iraqi too :)",2,1 year ago,0
648,pulkit jain,"It's time to hustle ! 
I will surely be a Chartered Accountant soon. 
Inter I am behind you 💪",0,1 year ago,0
649,huong tra,"Thank you so much. Everyday I watch your videos to motivate i to study. In December, I have a very important exam to study abroad. It would be lucky to receive wishes from u. I love you Jamie <3",0,1 year ago,0
650,John Clinton,i love your cat. :),0,1 year ago,0
651,Kevin Bryan Bautista,"If I was a cute girl, I would do this. But instead of studying I will netflix and chill and pretend to study. Then add lofi music to the video and get tons of views.",0,3 months ago (edited),0
652,livi kibami,"I have my exam and I couldn't study but by  just playing your video  and keeping it in front of me .
I can't believe I did 2:30 hrs of studying ..
And the music is so calm yet give you the push.
 Going for the next videos ....",3,1 year ago,0
653,S B,omg this is very helpful tysm ily <33333,0,10 months ago,0
654,Jessika Emanuela,"you have the best canal, but you have a problem too: no many videos... please, send more for us!",0,1 year ago (edited),0
655,Naga Avinash,Iam a student it give us motivation seeing you.do the work,0,6 months ago,0
656,Bang Nguyen,I've just known your channel. I think you may put an alarm sound at the end of each pomodoro session.,0,1 year ago (edited),0
657,Nirmal Lotay,"A very good and practical example of having a study buddy. Thank you and it would be nice to know how you are getting on with your post uni life. Well done,",7,1 year ago,0
658,N,"I'm studying right now and looking for some background music. youtube recommended this. now I can feel I'm not alone studying. thanks! also, how could you make it? filming yourself while sudying? does it not bothering you?",0,2 months ago,1
658,Adeniyi Salami,"I love this channel so much. It has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
659,John Clinton,Yeah i completed the video. Start again. :),0,5 months ago,0
660,Popoy Basha,Can you use this when exercising or playing guitar? Help pls,1,5 months ago,0
661,Chicha,How do you study please ?,1,3 weeks ago,0
662,Guest,"When I take my 5 minutes brake, I end up watching youtube for 3 hrs.",7,1 year ago,2
662,私と一緒に勉強する -Study with me,Great support for you,0,1 year ago,0
662,White Coat Vlogs,hahah don't we all <3,0,1 year ago,0
663,Ben,I hope your cat is doing well,0,1 year ago,0
664,X W,I am here for the cat. I have 2 and they are wonderful company. Thank you for the studying time!!,0,1 month ago,1
664,Adeniyi Salami,"This channel is really amazing and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
665,Vivien d'EREBYA,Wonderful !!! i 've just found it and i like the concept !,0,3 months ago,0
666,Mehmet süngülü,king:),0,1 year ago,0
667,aimee botecial,"I'm from the Philippines and a fourth year medical student too! I just recently stumbled upon your channel and it gives me the inspiration I need. Thanks, Jamie!",12,2 years ago,0
668,Emilie,I will thank you in my presidential speech,0,10 months ago,0
669,Ryah Green,In the second block the music went from war scene in a movie to kids toy unboxing XD XD,0,3 weeks ago,0
670,i u,what's the song at 2 hours and 5 minutes I need that in my life :'(,0,6 months ago,0
671,miogg v,Please come online .. i need so.eone to study with. And i have a request if u can increase the pomodoros.. if possible!!🙄please.....,1,7 months ago,0
672,lerato Ditheko,I'm here whenever I need to study but don't feel like it ... this is my second year of coming here and I'm so grateful ... God bless you,3,1 year ago,0
673,marcy mag,"Hey, greeting from Italy.
I really have to thank you, I have watched this video dozens of times and even if  I have not always been super concentrated, it has helped me a lot. I passed my exam with a good mark( that I hadn't taken in a while) and it is also thanks to your videos.",0,4 months ago,0
674,Sudeep J,Cute♥️,0,1 year ago,0
675,DS -,thank you so much for this video!,0,11 months ago,0
676,Talia Popz,UH I JUST FOUND THIS. OBSESSED. SO THANKFUL. It's so hard for me to study by myself and this is going to make it so much easier wut da wuttttttt! thank you thank you,3,2 years ago,0
677,Inspire Material,Thank you for everything! You helped me pull through difficult challenges while studying,0,1 month ago,2
677,Adeniyi Salami,"This channel is really amazing and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
677,Meditation and Study Music,well done <3,0,1 month ago,0
678,Crater Shackleton,could you provice time stamps for the music ? I like the little bit at the end of session 2,0,11 months ago,0
679,CAT STUDIES,<3,0,3 weeks ago,0
680,Banagan,"huh, this is a thing",0,1 year ago,0
681,Blue Moon,This video and forest app is the killer combination for my GRE studies. Thanks Jamie. Also your cat is a beautiful treat at the end of each session :),3,2 years ago,0
682,Niki Koutsoftides,"I can only considrate with this music from all you have on your channel. Isn't it weird, is it?",0,9 months ago,0
683,Nikita Sharma,I N E E D to know where to get that lamp from! Anyone know?,0,1 year ago,0
684,Suman Singh,Watch this in 2x 🔥,0,3 months ago,0
685,Ishita Singh,Hey i love your videos. If you could just tell me the brand of your laptop stand it will be great. Thankyouuu!,1,5 months ago,0
686,Mirjam M,"Greetings from Holland! Studying to become a teacher. Your cat is so cute! This video helps me to focus on my study. So nice to study together and those 20 minutes just fly by. Would be nice to have a little alarmtone for the break, sometimes I miss the breaktime. #goodfocus. Good luck to everyone around the world! Stay  focused and motivated ;)",4,1 year ago (edited),0
687,beatriz l,This helps so much! Thank you :),1,6 months ago,0
688,Maddy,MINECRAFT THEME SONG!,0,1 year ago (edited),0
689,opnog nego,I am using this as a work-with-me video is it allowed? 😝,0,3 months ago (edited),0
690,Dalton Yo,Nice office!!,0,1 year ago,0
691,max chatterton,"thx for this vid, im studying for a mock physics exam so this helps a lot",3,2 years ago,0
692,Ignacio M,"I always watch this video, thanks !!!",0,6 months ago,0
693,Yuening Li,Great (and helpful) video! Can I just ask what is the name of the music at 50min please? Thank you!,1,6 months ago,0
694,hzmghykxf,Thank you for this video ❤️🙏🏼,0,1 year ago,0
695,Mimi Farran,Like bib💜💜,0,10 months ago,0
696,Ronan. M,30:09 Minecraft. holy cow. This brings back memories form years ago.,4,1 year ago,1
696,MulaModz,Years ago? Ure profile picture seems like those memories aren't even 2 weeks old....,1,1 year ago,0
697,Samira Miriam,"I cant believe.. i miss school and studying
Am dropping out of med school coz of fees and moving to another country hopefully ill find my ground  and afford school again",0,1 month ago,1
697,Adeniyi Salami,"This channel is incredible and has truly inspired me to work harder and be more disciplined. Now I'm a first-year medical student and documenting my journey. Your feedback will be greatly appreciated on my first Vlog.
https://youtu.be/qkZp3rytPMY",0,1 month ago,0
698,Pavlov,this reminded me how I used to study for long hours watching a girl in my library or in labs. I miss my university library. This stupid city does not have any free library,1,1 year ago,0
699,Subbulakshmi,can we use any music that we want in the bgm?,0,8 months ago,0
700,Shaik Abdul basha,Powerful people's coming from powerful places 👩‍💻👩‍💻,0,3 months ago,0
701,Jyotika,"I have my semester exams ,from india ...I seriously dont feel like to study ,but at the same I want good grades ,so I study...by this technique and finds myself tht I am able trace the tym ...

Thankuu study with me ...",5,1 year ago (edited),1
701,***,"Good luck sister, from India too",2,1 year ago,0
702,Syeda Begum,"Thank you soooo much for this video! This helped me pass my history exam with 87/100 and my chemistry exam with 94/100, both of which I reviewed by studying with you. Thanks a bunch again!",0,10 months ago,0
703,KMLee,Thank you so much!!!,0,2 months ago,0
704,moose43h,cant take  seriously someone who studies with a mac,1,2 months ago,0
705,Carolina Abrame,Thank you so much!,0,2 months ago,0
706,alessa gray,"thank you, thank you, thank you endlessy!
I have a really big exam tommorrow (it is to get accepted in High School) and everything I tried didn't work. It was really fun having you study with me, I never thought that I will study this long for something, haha!💞",7,2 years ago,0
707,Ivan Pardo,"Great technique, and beautiful girl ✌️",0,11 months ago,0
708,Merve Sari,"I wanted a break for 1 year and it's ended in 4 years and I still did not finished my school. To everyone who wants to have break. DON""T DO IT, GO FOR IT ! untill you have finished your school, no matter what happens. Nothing is more worth than your study, believe me or not. I have a huge story to tell !",0,10 months ago,0
709,Julien Charpentier,Lourd ! Continue comme ca ! a quand un live ?,0,10 months ago,0
710,Dangerous Dennis,What a great song.........,0,1 year ago,0
711,Carl Badawi,thank you for not adding adds all over,4,2 years ago,0
712,RinVlogStudyWithMe,love it,0,6 months ago,0
713,Lysanna,"i studied for my anatomy finals with you but there're toooo many subjects that i have to repeat this video for at least 5 times and it's already 10 pm :( 
Thanks though",0,10 months ago,0
714,"Sa Sha Me, Ah Sha You",Oh wow I've been doing this technique naturally??? XD,0,1 year ago,0
715,R S,What are you guys doing during the breaks?,0,1 year ago,0
716,Su yen Yeong,I want to be like the cat as soon as I am done with my finals!!,4,1 year ago,0
717,אברהם פרלה,Mommy said one video before bed,0,1 year ago,0
718,X Z,This is a torture technique as well,0,7 months ago,0
719,Neuron Cell,"I love watching ur cat while I study, thinking of getting a cat when I get into med school, they're so cuddly and they dont mind just chillin with you while you get work done, anyone have advice on living with pets while in med school?",0,3 weeks ago,0
720,Anh Hải Lưu,(y),1,3 months ago,0
721,c jy,pleaseeeeeee make a spotify playlist of music like this i really like your study music taste!!!!!!,4,2 years ago,0
722,Marina Rocha,niecee,0,3 months ago,0
723,Diah Fitriyani,Really love the music,0,11 months ago,0
724,sudha shah,can you please give me the link to music at 48:45 for downloading it?,1,10 months ago,0
